--------- beginning of main
07-15 00:28:51.297 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:29:07.212 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:29:23.067 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 11 lines
07-15 00:29:40.468 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:29:56.385 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:30:12.309 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:30:28.265 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:30:44.070 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:30:59.975 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:31:15.886 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:31:31.764 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:31:47.629 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:32:03.451 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 7 lines
07-15 00:32:14.553 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198001(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 163us total 214.500ms
07-15 00:33:02.245 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201641(6MB) AllocSpace objects, 1(20KB) LOS objects, 23% free, 19MB/25MB, paused 216us total 212.208ms
07-15 00:33:03.837 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198484(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 173us total 215.636ms
07-15 00:33:05.430 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200438(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 146us total 214.474ms
07-15 00:33:07.027 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202251(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 160us total 211.527ms
07-15 00:33:08.644 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202265(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 197us total 229.568ms
07-15 00:33:10.208 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201098(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 201us total 211.695ms
07-15 00:33:11.616 17906 17944 I WM-WorkerWrapper: Worker result SUCCESS for Work [ id=cb7c1496-266b-47a8-81f5-b91f7dad83de, tags={ com.smartvision.svplayer.data.playlist.EpgSyncWorker } ]
07-15 00:33:11.694 17906 17932 I vision.svplaye: Waiting for a blocking GC ProfileSaver
07-15 00:33:11.766 17906 17920 I vision.svplaye: Background concurrent copying GC freed 195974(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 214us total 220.901ms
07-15 00:33:11.767 17906 17932 I vision.svplaye: WaitForGcToComplete blocked ProfileSaver on HeapTrim for 72.586ms
07-15 00:33:13.344 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200090(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 217us total 208.419ms
07-15 00:33:14.940 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203541(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 390us total 203.474ms
07-15 00:33:16.516 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198008(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 164us total 216.851ms
07-15 00:33:18.108 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201237(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 164us total 214.078ms
07-15 00:33:19.714 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201939(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 207us total 220.543ms
07-15 00:33:21.304 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201930(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 209us total 210.680ms
07-15 00:33:22.876 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201299(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 214us total 212.145ms
07-15 00:33:24.475 17906 17920 I vision.svplaye: Background concurrent copying GC freed 197896(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 177us total 222.197ms
07-15 00:33:26.045 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201027(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 152us total 210.466ms
07-15 00:33:27.640 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198604(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 224us total 222.754ms
07-15 00:33:29.228 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201926(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 162us total 211.574ms
07-15 00:33:30.834 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200913(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 173us total 221.300ms
07-15 00:33:32.428 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202287(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 182us total 218.575ms
07-15 00:33:33.989 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199025(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 205us total 212.147ms
07-15 00:33:35.577 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200904(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 152us total 206.184ms
07-15 00:33:37.148 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199164(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 208us total 211.259ms
07-15 00:33:38.736 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199470(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 171us total 206.700ms
07-15 00:33:40.310 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198906(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 184us total 213.993ms
07-15 00:33:41.896 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200376(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 176us total 205.254ms
07-15 00:33:43.462 17906 17920 I vision.svplaye: Background concurrent copying GC freed 197912(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 200us total 211.563ms
07-15 00:33:45.052 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201209(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 161us total 204.032ms
07-15 00:33:46.635 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198502(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 391us total 208.855ms
07-15 00:33:48.224 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199771(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 153us total 214.863ms
07-15 00:33:49.796 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201857(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 140us total 205.365ms
07-15 00:33:51.376 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198482(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 152us total 205.467ms
07-15 00:33:52.945 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198106(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 170us total 209.373ms
07-15 00:33:54.541 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199866(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 178us total 212.570ms
07-15 00:33:56.159 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202690(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 167us total 229.200ms
07-15 00:33:57.752 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202081(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 172us total 224.411ms
07-15 00:33:59.337 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201399(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 196us total 212.589ms
07-15 00:34:00.937 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201867(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 154us total 212.894ms
07-15 00:34:02.546 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202009(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 161us total 221.533ms
07-15 00:34:04.108 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200289(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 202us total 214.820ms
07-15 00:34:05.682 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200196(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 187us total 216.750ms
07-15 00:34:07.247 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200808(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 221us total 222.877ms
07-15 00:34:08.812 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202453(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 209us total 220.407ms
07-15 00:34:10.377 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202706(6MB) AllocSpace objects, 1(20KB) LOS objects, 23% free, 19MB/25MB, paused 194us total 217.061ms
07-15 00:34:11.949 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202080(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 167us total 224.203ms
07-15 00:34:13.503 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202620(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 200us total 204.555ms
07-15 00:34:15.071 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200395(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 150us total 213.073ms
07-15 00:34:16.618 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201415(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 207us total 214.198ms
07-15 00:34:18.173 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199502(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 191us total 213.589ms
07-15 00:34:19.706 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199007(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 198us total 210.169ms
07-15 00:34:21.265 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199981(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 197us total 206.763ms
07-15 00:34:22.827 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199928(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 156us total 211.204ms
07-15 00:34:24.399 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203074(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 146us total 215.090ms
07-15 00:34:25.968 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201836(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 150us total 219.150ms
07-15 00:34:27.524 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201818(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 147us total 207.600ms
07-15 00:34:29.095 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201243(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 143us total 213.798ms
07-15 00:34:30.660 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202420(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 166us total 209.150ms
07-15 00:34:32.285 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202032(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 170us total 262.217ms
07-15 00:34:33.844 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206236(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 155us total 217.362ms
07-15 00:34:35.375 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200337(6MB) AllocSpace objects, 1(20KB) LOS objects, 23% free, 19MB/25MB, paused 178us total 212.769ms
07-15 00:34:36.930 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199542(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 219us total 207.429ms
07-15 00:34:38.506 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203217(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 183us total 213.753ms
07-15 00:34:40.077 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201091(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 272us total 222.493ms
07-15 00:34:41.635 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202576(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 186us total 208.023ms
07-15 00:34:43.218 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201252(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 182us total 228.004ms
07-15 00:34:44.778 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202629(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 1.186ms total 218.625ms
07-15 00:34:46.339 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201821(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 167us total 214.680ms
07-15 00:34:47.892 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201392(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 149us total 202.968ms
07-15 00:34:49.452 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198693(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 233us total 223.278ms
07-15 00:34:50.999 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200677(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 209us total 208.509ms
07-15 00:34:52.569 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200883(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 146us total 218.930ms
07-15 00:34:54.144 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202225(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 171us total 226.475ms
07-15 00:34:55.662 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200293(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 194us total 205.104ms
07-15 00:34:57.271 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200378(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 193us total 244.410ms
07-15 00:34:58.832 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203305(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 232us total 231.438ms
07-15 00:35:00.379 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200625(6MB) AllocSpace objects, 1(20KB) LOS objects, 23% free, 19MB/25MB, paused 184us total 217.877ms
07-15 00:35:01.919 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201432(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 234us total 209.013ms
07-15 00:35:03.474 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199341(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 230us total 207.024ms
07-15 00:35:05.017 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199146(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 199us total 214.008ms
07-15 00:35:06.577 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200464(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 167us total 212.467ms
07-15 00:35:08.114 17906 17920 I vision.svplaye: Background concurrent copying GC freed 198287(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 192us total 210.384ms
07-15 00:35:09.678 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200630(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 176us total 215.826ms
07-15 00:35:11.239 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199811(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 184us total 212.114ms
07-15 00:35:12.801 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202484(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 301us total 206.721ms
07-15 00:35:14.372 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201323(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 180us total 212.650ms
07-15 00:35:15.936 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202116(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 182us total 208.541ms
07-15 00:35:17.501 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202007(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 220us total 206.344ms
07-15 00:35:19.086 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202008(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 232us total 220.966ms
07-15 00:35:20.644 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201884(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 193us total 213.634ms
07-15 00:35:22.213 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201929(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 188us total 212.646ms
07-15 00:35:23.778 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202422(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 196us total 207.078ms
07-15 00:35:25.334 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200442(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 183us total 221.303ms
07-15 00:35:26.889 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201389(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 217us total 213.730ms
07-15 00:35:28.481 17906 17920 I vision.svplaye: Background concurrent copying GC freed 199700(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 201us total 235.646ms
07-15 00:35:30.023 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203659(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 211us total 207.354ms
07-15 00:35:31.561 17906 17920 I vision.svplaye: Background concurrent copying GC freed 197453(6MB) AllocSpace objects, 1(20KB) LOS objects, 23% free, 19MB/25MB, paused 183us total 213.888ms
07-15 00:35:33.129 17906 17920 I vision.svplaye: Background concurrent copying GC freed 200532(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 236us total 216.314ms
