--------- beginning of main
07-15 00:56:18.820 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:56:34.413 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 11 lines
07-15 00:56:51.544 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 9 lines
07-15 00:56:55.484 17906 17906 I chatty  : uid=10247(com.smartvision.svplayer) expire 2 lines
07-15 00:56:55.786 17906 17914 I chatty  : uid=10247(com.smartvision.svplayer) Jit thread pool expire 4 lines
07-15 00:56:56.326 17906 17957 I chatty  : uid=10247(com.smartvision.svplayer) RenderThread expire 1 line
07-15 00:57:07.908 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:57:31.516 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 10 lines
07-15 00:57:55.048 17906 17920 I chatty  : uid=10247(com.smartvision.svplayer) HeapTaskDaemon expire 7 lines
07-15 00:58:11.539 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204570(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 259us total 237.635ms
07-15 01:00:02.164 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203911(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 257us total 228.254ms
07-15 01:00:04.500 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202549(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 200us total 224.076ms
07-15 01:00:06.853 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204239(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 218us total 220.205ms
07-15 01:00:09.206 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203836(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 243us total 221.356ms
07-15 01:00:11.566 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203901(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 208us total 232.135ms
07-15 01:00:13.918 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205621(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 235us total 223.974ms
07-15 01:00:16.250 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202680(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 152us total 213.093ms
07-15 01:00:18.606 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201608(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 233us total 234.003ms
07-15 01:00:20.972 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205813(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 185us total 230.519ms
07-15 01:00:23.316 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204347(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 173us total 219.669ms
07-15 01:00:25.632 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201766(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 206us total 233.958ms
07-15 01:00:27.984 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204907(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 259us total 228.889ms
07-15 01:00:30.364 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202858(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 193us total 234.877ms
07-15 01:00:32.714 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207992(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 206us total 225.210ms
07-15 01:00:35.065 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202936(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 283us total 230.957ms
07-15 01:00:37.428 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205256(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 294us total 231.761ms
07-15 01:00:39.769 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203256(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 195us total 227.681ms
07-15 01:00:42.129 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204538(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 215us total 227.360ms
07-15 01:00:44.422 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201098(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 213us total 223.498ms
07-15 01:00:46.784 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203254(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 219us total 234.655ms
07-15 01:00:49.132 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205365(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 157us total 219.944ms
07-15 01:00:51.455 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202549(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 201us total 232.445ms
07-15 01:00:53.797 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203856(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 217us total 219.762ms
07-15 01:00:56.155 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204323(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 211us total 223.568ms
07-15 01:00:58.508 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205267(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 229us total 213.403ms
07-15 01:01:00.866 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203011(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 188us total 232.756ms
07-15 01:01:03.222 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205373(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 202us total 222.115ms
07-15 01:01:05.584 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204025(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 219us total 232.670ms
07-15 01:01:07.890 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201867(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 440us total 232.742ms
07-15 01:01:10.245 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205007(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 193us total 224.010ms
07-15 01:01:12.605 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204998(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 323us total 222.530ms
07-15 01:01:14.960 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203481(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 205us total 230.456ms
07-15 01:01:17.303 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202576(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 201us total 226.695ms
07-15 01:01:19.651 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205971(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 155us total 217.698ms
07-15 01:01:21.998 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202321(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 178us total 229.660ms
07-15 01:01:24.351 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203962(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 391us total 230.777ms
07-15 01:01:26.660 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202105(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 205us total 224.074ms
07-15 01:01:29.010 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204159(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 175us total 221.314ms
07-15 01:01:31.371 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204566(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 200us total 226.694ms
07-15 01:01:33.745 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204849(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 202us total 230.803ms
07-15 01:01:36.102 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206822(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 216us total 206.830ms
07-15 01:01:38.459 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203433(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 219us total 224.131ms
07-15 01:01:40.834 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204209(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 233us total 246.516ms
07-15 01:01:43.198 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206972(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 199us total 228.634ms
07-15 01:01:45.509 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202111(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 302us total 226.762ms
07-15 01:01:47.880 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204493(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 172us total 223.107ms
07-15 01:01:50.213 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203583(6MB) AllocSpace objects, 1(20KB) LOS objects, 23% free, 19MB/25MB, paused 181us total 219.938ms
07-15 01:01:52.567 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203002(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 207us total 231.746ms
07-15 01:01:54.917 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204240(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 245us total 224.247ms
07-15 01:01:57.271 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205003(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 193us total 223.315ms
07-15 01:01:59.621 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203765(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 245us total 221.643ms
07-15 01:02:01.976 17906 17920 I vision.svplaye: Background concurrent copying GC freed 202665(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 280us total 231.510ms
07-15 01:02:04.335 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205013(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 241us total 234.366ms
07-15 01:02:06.687 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204362(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 247us total 226.053ms
07-15 01:02:09.041 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203453(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 235us total 233.649ms
07-15 01:02:11.410 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204429(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 260us total 243.565ms
07-15 01:02:13.790 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207212(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 202us total 234.178ms
07-15 01:02:16.143 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205398(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 197us total 220.112ms
07-15 01:02:18.529 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205259(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 215us total 239.706ms
07-15 01:02:20.900 17906 17920 I vision.svplaye: Background concurrent copying GC freed 207374(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 243us total 228.936ms
07-15 01:02:23.267 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204095(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 218us total 236.421ms
07-15 01:02:25.629 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205269(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 254us total 228.983ms
07-15 01:02:27.991 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204446(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 192us total 236.823ms
07-15 01:02:30.342 17906 17920 I vision.svplaye: Background concurrent copying GC freed 204767(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 186us total 227.261ms
07-15 01:02:32.691 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203838(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 193us total 232.606ms
07-15 01:02:35.038 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203029(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 230us total 228.428ms
07-15 01:02:37.381 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203822(6MB) AllocSpace objects, 0(0B) LOS objects, 23% free, 19MB/25MB, paused 182us total 219.899ms
07-15 01:02:39.041 17906 17906 I SVStartup: state localReady=true checking=false activated=true playableSource=true route=home
07-15 01:02:39.396 17906 17920 I vision.svplaye: NativeAlloc concurrent copying GC freed 165197(5MB) AllocSpace objects, 2(104KB) LOS objects, 23% free, 20MB/26MB, paused 161us total 221.509ms
07-15 01:02:39.626 17906 17920 I vision.svplaye: NativeAlloc concurrent copying GC freed 6137(270KB) AllocSpace objects, 1(24KB) LOS objects, 22% free, 20MB/26MB, paused 202us total 228.566ms
07-15 01:02:39.876 17906 17920 I vision.svplaye: NativeAlloc concurrent copying GC freed 7591(371KB) AllocSpace objects, 0(0B) LOS objects, 21% free, 21MB/27MB, paused 166us total 246.414ms
07-15 01:02:39.973 17906 17957 I OpenGLRenderer: Davey! duration=953ms; Flags=0, IntendedVsync=16203912827084, Vsync=16203929510434, OldestInputEvent=9223372036854775807, NewestInputEvent=0, HandleInputStart=16203937529119, AnimationStart=16203937565196, PerformTraversalsStart=16204267720811, DrawStart=16204267898580, SyncQueued=16204857115580, SyncStart=16204857263811, IssueDrawCommandsStart=16204858208427, SwapBuffers=16204865318042, FrameCompleted=16204866950504, DequeueBufferDuration=317000, QueueBufferDuration=645000, 
07-15 01:02:39.992 17906 17906 I Choreographer: Skipped 56 frames!  The application may be doing too much work on its main thread.
07-15 01:02:40.078 17906 17957 I OpenGLRenderer: Davey! duration=1025ms; Flags=0, IntendedVsync=16203946244101, Vsync=16204880511701, OldestInputEvent=9223372036854775807, NewestInputEvent=0, HandleInputStart=16204886279734, AnimationStart=16204886318119, PerformTraversalsStart=16204895722811, DrawStart=16204896025042, SyncQueued=16204907841657, SyncStart=16204908003811, IssueDrawCommandsStart=16204908716042, SwapBuffers=16204971307350, FrameCompleted=16204972323657, DequeueBufferDuration=317000, QueueBufferDuration=408000, 
07-15 01:02:41.431 17906 17920 I vision.svplaye: Background concurrent copying GC freed 165129(5MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 250us total 257.593ms
07-15 01:02:43.031 17906 17920 I vision.svplaye: Background concurrent copying GC freed 211246(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 138us total 252.019ms
07-15 01:02:44.585 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201383(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 208us total 244.524ms
07-15 01:02:46.186 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203334(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 187us total 251.494ms
07-15 01:02:47.788 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205834(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 160us total 254.229ms
07-15 01:02:49.384 17906 17920 I vision.svplaye: Background concurrent copying GC freed 206396(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 209us total 252.137ms
07-15 01:02:50.968 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203999(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 206us total 249.075ms
07-15 01:02:52.530 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203240(6MB) AllocSpace objects, 1(20KB) LOS objects, 21% free, 22MB/28MB, paused 191us total 242.759ms
07-15 01:02:54.110 17906 17920 I vision.svplaye: Background concurrent copying GC freed 203064(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 164us total 251.105ms
07-15 01:02:55.673 17906 17920 I vision.svplaye: Background concurrent copying GC freed 201515(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 207us total 256.162ms
07-15 01:02:57.260 17906 17920 I vision.svplaye: Background concurrent copying GC freed 205019(6MB) AllocSpace objects, 0(0B) LOS objects, 21% free, 22MB/28MB, paused 196us total 245.954ms
